CELL_ID,LATITUDE,LONGITUDE,TYPE,SCENE
11297,391.96149,219.70714,1,2
11298,392.06941,219.74984,0,1
11299,392.118775,219.905681,1,5
11300,392.118775,219.905681,1,5
11301,392.118775,219.905681,1,5
11302,391.67649,220.00237,0,7
11303,391.67649,220.00237,0,7
11304,391.67649,220.00237,0,7
11305,391.6499878,219.783492,1,2
11306,391.6499878,219.783492,1,2
11307,391.89035,219.87625,1,5
11308,391.89035,219.87625,1,5
11309,392.13061,219.81408,2,5
11310,392.13061,219.81408,2,5
11311,392.12951,219.812303,0,5
11312,392.004836,219.696344,0,9
11313,392.110638,219.916313,1,6
11314,392.110638,219.916313,1,6
11315,392.110638,219.916313,1,6
11316,391.96519,219.78828,0,3
11317,392.109017,219.913104,1,5
11318,392.109017,219.913104,1,5
11319,392.109017,219.913104,1,5
11320,392.119891,219.915562,1,5
11321,392.119891,219.915562,1,5
11322,392.119891,219.915562,1,5
11323,392.119891,219.915562,1,5
11324,391.96331,219.79737,0,2
11325,391.96345,219.79678,0,2
11326,392.04844,219.87695,0,2
11327,392.04793,219.87701,0,2
11328,392.04856,219.87841,0,2
11329,391.85507,219.57622,0,2
11330,391.85507,219.57622,0,2
11331,391.9199311,219.6398411,1,2
11332,391.9199311,219.6398411,1,2
11333,391.9199311,219.6398411,1,2
11334,391.833283,219.548972,1,2
11335,391.833283,219.548972,1,2
11336,391.833283,219.548972,1,2
11337,391.810638,219.538478,1,2
11338,391.78753,219.84609,1,2
11339,391.78753,219.84609,1,2
11340,391.78753,219.84609,1,2
11341,391.79085,219.84294,1,2
11342,391.79085,219.84294,1,2
11343,391.79085,219.84294,1,2
11344,391.90921,219.81318,1,2
11345,391.90921,219.81318,1,2
11346,391.90921,219.81318,1,2
11347,392.05361,219.76749,0,0
11348,392.05361,219.76749,0,0
11349,392.05361,219.76749,0,0
11350,392.05361,219.76749,0,0
11351,392.05361,219.76749,0,0
11352,392.05361,219.76749,0,0
11353,391.67403,219.99675,0,2
11354,392.16148,219.98728,0,2
11355,392.16148,219.98728,0,2
11356,392.16148,219.98728,0,4
11357,392.16148,219.98728,0,2
11358,392.16148,219.98728,0,2
11359,392.16148,219.98728,0,2
11360,392.16148,219.98728,0,2
11361,392.16148,219.98728,0,2
11362,392.16148,219.98728,0,2
11363,392.115,219.938433,0,5
11364,392.16148,219.98728,0,4
11365,392.16148,219.98728,0,2
11366,392.16148,219.98728,0,2
11367,392.16148,219.98728,0,2
11368,392.16148,219.98728,0,2
11369,392.16148,219.98728,0,2
11370,392.16148,219.98728,0,2
11371,391.63852,220.01784,0,3
11372,392.05513,219.73931,0,3
11373,392.05513,219.73931,0,3
11374,392.05513,219.73931,0,3
11375,391.9016111,219.6110511,1,1
11376,391.9016111,219.6110511,1,1
11377,391.9529111,219.6489811,1,2
11378,391.9529111,219.6489811,1,2
11379,391.9529111,219.6489811,1,2
11380,391.9508411,219.6354811,1,2
11381,391.9508411,219.6354811,1,2
11382,391.9508411,219.6354811,1,2
11383,391.9886811,219.7498711,1,2
11384,391.9886811,219.7498711,1,6
11385,391.9823611,219.6844111,0,4
11386,391.9835711,219.6845111,0,4
11387,391.9838611,219.6830911,0,4
11388,392.14877,219.86557,0,5
11389,392.14963,219.86573,0,5
11390,392.14996,219.86569,0,5
11391,392.14996,219.86569,0,5
11392,392.14847,219.86504,0,5
11393,392.14963,219.86573,0,5
11394,392.017643,219.759102,0,2
11395,392.03445,219.81047,0,2
11396,392.0309511,219.6876611,0,3
11397,392.10261,219.79721,0,2
11398,392.101376,219.79261,0,8
11399,391.9958411,219.7042911,0,15
11400,391.9958411,219.7042911,0,15
11401,391.9958411,219.7042911,0,15
11402,391.9958411,219.7042911,0,15
11403,391.9958411,219.7042911,0,15
11404,391.9958411,219.7042911,0,15
11405,392.09151,219.78982,1,2
11406,392.0361211,219.7328411,1,2
11407,392.11267,219.91561,0,5
11408,392.01339,219.74246,0,0
11409,392.01339,219.74246,0,0
11410,392.01339,219.74246,0,0
11411,392.01339,219.74246,0,0
11412,392.01339,219.74246,0,0
11413,392.01339,219.74246,0,0
11414,392.01339,219.74246,0,0
11415,392.017556,219.759015,0,4
11416,392.044703,219.78859,0,0
11417,392.044703,219.78859,0,0
11418,392.044703,219.78859,0,0
11419,392.044703,219.78859,0,0
11420,392.044703,219.78859,0,0
11421,392.0242945,219.7784685,0,0
11422,392.0242945,219.7784685,0,0
11423,392.0242945,219.7784685,0,0
11424,392.0242945,219.7784685,0,0
11425,392.0242945,219.7784685,0,0
11426,392.00989,219.77138,0,0
11427,392.00989,219.77138,0,0
11428,392.00989,219.77138,0,0
11429,392.00989,219.77138,0,0
11430,392.00989,219.77138,0,0
11431,392.03457,219.72972,0,0
11432,392.03457,219.72972,0,0
11433,392.03457,219.72972,0,0
11434,392.03457,219.72972,0,0
11435,392.03457,219.72972,0,0
11436,391.9977711,219.7033711,0,0
11437,391.9977711,219.7033711,0,0
11438,391.9977711,219.7033711,0,0
11439,391.9977711,219.7033711,0,0
11440,391.9977711,219.7033711,0,4
11441,392.048019,219.778916,0,0
11442,392.048019,219.778916,0,0
11443,392.048019,219.778916,0,0
11444,392.048019,219.778916,0,0
11445,392.048019,219.778916,0,0
11446,392.0814411,219.7664711,0,0
11447,392.0814411,219.7664711,0,0
11448,392.0814411,219.7664711,0,0
11449,392.0814411,219.7664711,0,0
11450,392.0814411,219.7664711,0,0
11451,391.9978811,219.7044511,0,0
11452,391.9978811,219.7044511,0,0
11453,391.9978811,219.7044511,0,0
11454,391.9978811,219.7044511,0,0
11455,391.9978811,219.7044511,0,0
11456,392.041193,219.801749,0,0
11457,392.041193,219.801749,0,0
11458,392.041193,219.801749,0,0
11459,392.041193,219.801749,0,0
11460,392.041193,219.801749,0,0
11461,392.091115,219.778683,0,0
11462,392.091115,219.778683,0,0
11463,392.091115,219.778683,0,0
11464,392.091115,219.778683,0,0
11465,392.091115,219.778683,0,0
11466,392.091115,219.778683,0,0
11467,392.095621,219.783021,0,0
11468,392.095621,219.783021,0,0
11469,392.095621,219.783021,0,0
11470,392.095621,219.783021,0,0
11471,392.095621,219.783021,0,0
11472,391.979311,219.7570111,0,0
11473,391.979311,219.7570111,0,0
11474,391.979311,219.7570111,0,0
11475,391.979311,219.7570111,0,0
11476,391.979311,219.7570111,0,0
11477,391.979311,219.7570111,0,0
11478,391.9800411,219.7682911,0,0
11479,391.9800411,219.7682911,0,0
11480,391.9800411,219.7682911,0,0
11481,391.9800411,219.7682911,0,0
11482,391.9800411,219.7682911,0,0
11483,392.043133,219.766474,0,0
11484,392.043133,219.766474,0,0
11485,392.043133,219.766474,0,0
11486,392.043133,219.766474,0,0
11487,392.043133,219.766474,0,0
11488,392.043133,219.766474,0,0
11489,392.043133,219.766474,0,0
11490,391.9707811,219.7805911,0,0
11491,391.9707811,219.7805911,0,0
11492,391.9707811,219.7805911,0,0
11493,391.9707811,219.7805911,0,0
11494,391.9707811,219.7805911,0,0
11495,392.12335,219.87072,1,2
11496,392.12335,219.87072,1,2
11497,392.12335,219.87072,1,2
11498,391.9729711,219.7789711,0,0
11499,391.9729711,219.7789711,0,0
11500,391.9729711,219.7789711,0,0
11501,391.9729711,219.7789711,0,0
11502,391.9729711,219.7789711,0,0
11503,392.0127611,219.6672711,0,4
11504,392.0135311,219.6676511,0,4
11505,392.0302511,219.6849611,0,4
11506,392.012411,219.6669311,0,2
11507,392.0121411,219.6690511,0,4
11508,392.0115811,219.670511,0,2
11509,392.0300911,219.684511,0,4
11510,392.010911,219.6679111,0,4
11511,392.0300911,219.684511,0,4
11512,392.010911,219.6679111,0,2
11513,392.0115811,219.670511,0,2
11514,392.0115811,219.670511,0,2
11515,392.01058,219.66917,0,2
11516,392.00948,219.66916,0,2
11517,392.043769,219.766978,0,0
11518,392.043769,219.766978,0,0
11519,392.043769,219.766978,0,0
11520,392.043769,219.766978,0,0
11521,392.043769,219.766978,0,0
11522,392.043769,219.766978,0,0
11523,392.04334,219.76641,0,0
11524,392.04334,219.76641,0,0
11525,391.73161,219.85805,0,19
11526,391.73161,219.85805,0,19
11527,391.73161,219.85805,0,19
11528,391.73161,219.85805,0,19
11529,391.73161,219.85805,0,19
11530,391.73161,219.85805,0,19
11531,391.73161,219.85805,0,19
11532,391.73161,219.85805,0,19
11533,391.73161,219.85805,0,19
11534,391.73161,219.85805,0,19
11535,391.73161,219.85805,0,19
11536,391.73161,219.85805,0,19
11537,391.73161,219.85805,0,19
11538,391.73161,219.85805,0,19
11539,391.73161,219.85805,0,19
11540,391.73161,219.85805,0,19
11541,391.73161,219.85805,0,19
11542,391.65841,220.00657,0,15
11543,391.975244,219.824546,1,2
11544,391.975244,219.824546,1,2
11545,391.975244,219.824546,1,2
11546,391.975244,219.824546,1,6
11547,391.95989,219.87029,1,2
11548,391.95989,219.87029,1,2
11549,391.95989,219.87029,1,2
11550,392.0158311,219.7434911,1,2
11551,392.0158311,219.7434911,1,2
11552,392.0158311,219.7434911,1,2
11553,391.945555,219.791211,0,3
11554,392.116111,219.797877,0,1
11555,391.78587,219.83672,0,2
11556,391.78542,219.83685,1,2
11557,391.78587,219.83672,1,2
11558,392.12601,219.81599,0,15
11559,392.12601,219.81599,0,4
11560,392.12601,219.81599,0,2
11561,391.9232755,220.0113184,1,2
11562,391.9232755,220.0113184,1,2
11563,391.84993,219.81979,1,2
11564,391.84993,219.81979,1,2
11565,391.84993,219.81979,1,2
11566,391.84993,219.81979,1,2
11567,391.84993,219.81979,1,2
11568,391.84993,219.81979,0,4
11569,391.8127242,219.6002834,0,4
11570,391.8126942,219.6002534,1,2
11571,391.8127542,219.6003134,1,2
11572,391.8468001,219.6823206,1,2
11573,391.8443375,219.5999034,1,2
11574,391.84993,219.81979,1,2
11575,391.84993,219.81979,1,2
11576,391.84993,219.81979,1,2
11577,391.84993,219.81979,1,2
11578,392.04434,219.90928,0,2
11579,392.04665,219.90732,0,4
11580,392.04434,219.90928,0,2
11581,392.04434,219.90928,0,4
11582,392.04377,219.91374,0,1
11583,392.04377,219.91374,0,2
11584,392.04434,219.90928,0,2
11585,392.04666,219.90733,0,4
11586,392.04809,219.90607,0,4
11587,392.04666,219.90733,0,2
11588,392.04657,219.91521,1,2
11589,392.04657,219.91521,1,6
11590,391.97368,219.82271,0,2
11591,392.04702,219.91386,0,7
11592,392.06851,219.75002,0,7
11593,392.06851,219.75002,0,7
11594,392.06851,219.75002,0,7
11595,392.04242,219.86595,0,10
11596,392.04242,219.86595,0,10
11597,392.04242,219.86595,0,10
11598,392.04242,219.86595,0,10
11599,392.04242,219.86595,0,10
11600,392.04242,219.86595,0,10
11601,392.12847,219.72031,0,2
11602,392.12847,219.72031,0,2
11603,392.12847,219.72031,0,2
11604,392.12847,219.72031,0,2
11605,392.12847,219.72031,0,2
11606,392.12847,219.72031,0,4
11607,392.12847,219.72031,0,4
11608,392.13089,219.71542,0,2
11609,392.1318081,219.7153301,0,4
11610,392.09448,219.65125,0,8
11611,392.09448,219.65125,0,8
11612,392.09448,219.65125,0,8
11613,392.09448,219.65125,0,8
11614,392.09501,219.65283,0,4
11615,392.23919,219.74763,0,2
11616,392.23822,219.74726,0,2
11617,392.14197,219.66024,0,7
11618,392.14329,219.65933,0,7
11619,392.240304,219.72431,0,2
11620,392.24081,219.722681,0,2
11621,392.24081,219.722681,0,2
11622,392.0269441,219.8345441,0,5
11623,392.0269441,219.8345441,0,5
11624,392.11839,219.83036,0,4
11625,392.11839,219.83036,0,2
11626,392.11839,219.83036,0,2
11627,392.11839,219.83036,0,2
11628,391.9390411,219.7234311,0,2
11629,391.9390411,219.7234311,0,4
11630,391.9390411,219.7234311,0,2
11631,392.09612,219.89605,0,4
11632,392.09642,219.89592,0,4
11633,392.09612,219.89605,0,4
11634,392.09639,219.89698,0,2
11635,392.08792,219.891147,1,6
11636,391.92508,219.78821,1,2
11637,391.86919,219.8396205,1,2
11638,391.92368,219.78826,1,2
11639,391.92371,219.79486,1,2
11640,391.9848911,219.7180511,0,2
11641,391.9848911,219.7180511,0,2
11642,392.0550311,219.7340711,0,5
11643,391.97271,219.72919,0,2
11644,392.0658411,219.7204111,0,4
11645,391.97183,219.73066,0,4
11646,391.97227,219.73077,0,2
11647,391.97227,219.73077,0,2
11648,391.97227,219.73077,0,2
11649,391.97227,219.73077,0,2
11650,391.97227,219.73077,0,2
11651,391.97227,219.73077,0,2
11652,391.97227,219.73077,0,2
11653,391.97227,219.73077,0,2
11654,391.97227,219.73077,0,5
11655,391.97227,219.73077,0,2
11656,391.97227,219.73077,0,2
11657,391.97227,219.73077,0,2
11658,391.97227,219.73077,0,2
11659,391.97184,219.73032,0,2
11660,391.97184,219.73032,0,2
11661,391.97184,219.73032,0,2
11662,391.97226,219.73387,0,4
11663,391.97226,219.73387,0,4
11664,391.97226,219.73387,0,4
11665,392.025511,219.7037611,0,4
11666,392.0650111,219.7611611,0,2
11667,392.03761,219.84276,0,2
11668,392.03761,219.84276,0,2
11669,392.03761,219.84276,0,2
11670,392.03761,219.84276,0,2
11671,392.09766,219.76714,0,5
11672,392.09766,219.76714,0,1
11673,392.0998711,219.7629311,0,3
11674,392.021311,219.680511,0,2
11675,392.021311,219.680511,0,2
11676,392.021311,219.680511,0,2
11677,392.021311,219.680511,0,2
11678,391.9825811,219.7288811,0,2
11679,391.9970611,219.6974811,0,9
11680,391.9970611,219.6974811,0,9
11681,391.9970611,219.6974811,0,9
11682,391.9970611,219.6974811,0,9
11683,391.9970611,219.6974811,0,9
11684,392.02823,219.86569,0,3
11685,392.044733,219.78861,0,3
11686,392.0273911,219.7055111,0,2
11687,392.0281911,219.7056911,0,4
11688,392.0281911,219.7056911,0,2
11689,392.0272711,219.7061511,0,2
11690,392.0270211,219.7068411,0,2
11691,392.0270211,219.7068411,0,2
11692,391.9390411,219.7234311,0,4
11693,391.9390411,219.7234311,0,2
11694,391.9390411,219.7234311,0,4
11695,391.9390411,219.7234311,0,4
11696,392.11651,219.83107,0,2
11697,392.11651,219.83107,0,2
11698,392.11651,219.83107,0,2
11699,392.11651,219.83107,0,2
11700,392.11919,219.82654,0,2
11701,392.11919,219.82654,0,2
11702,392.11919,219.82654,0,2
11703,392.11919,219.82654,0,2
11704,392.11753,219.82787,0,2
11705,392.11753,219.82787,0,2
11706,392.11753,219.82787,0,2
11707,392.11753,219.82787,0,2
11708,392.140716,219.812385,0,11
11709,392.12321,219.81509,0,11
11710,392.12203,219.81544,0,11
11711,391.9632347,219.71624,0,4
11712,391.9632347,219.71624,0,2
11713,391.9147667,219.7028169,0,3
11714,392.3459001,219.84478,0,2
11715,392.02679,219.8252001,0,2
11716,392.02679,219.8252001,0,2
11717,392.02679,219.8252001,0,2
11718,392.02679,219.8252001,0,2
11719,392.02679,219.8252001,0,2
11720,392.02679,219.8252001,0,2
11721,392.02679,219.8252001,0,1
11722,392.02679,219.8252001,0,2
11723,392.1406001,219.81478,0,2
11724,392.13961,219.81523,0,2
11725,392.13955,219.81471,0,2
11726,392.13979,219.81602,0,2
11727,392.108888,219.912877,0,5
11728,392.108888,219.912877,0,5
11729,392.112222,219.912044,0,5
11730,392.112222,219.912044,0,5
11731,392.112222,219.912044,0,5
11732,392.112222,219.912044,0,5
11733,392.112222,219.912044,0,5
11734,392.112222,219.912044,0,5
11735,392.112222,219.912044,0,5
11736,392.112222,219.912044,0,5
11737,392.112222,219.912044,0,5
11738,392.112222,219.912044,0,5
11739,392.112222,219.912044,0,5
11740,392.112222,219.912044,0,5
11741,392.112222,219.912044,0,5
11742,392.112222,219.912044,0,5
11743,392.112222,219.912044,0,5
11744,392.112222,219.912044,0,5
11745,392.112222,219.912044,0,5
11746,392.112222,219.912044,0,5
11747,392.112222,219.912044,0,5
11748,392.112222,219.912044,0,5
11749,392.112222,219.912044,0,5
11750,392.112222,219.912044,0,5
11751,392.112222,219.912044,0,5
11752,392.112222,219.912044,0,5
11753,392.112222,219.912044,0,5
11754,392.112222,219.912044,0,5
11755,392.112222,219.912044,0,5
11756,392.112222,219.912044,0,5
11757,392.112222,219.912044,0,5
11758,392.112222,219.912044,0,5
11759,392.112222,219.912044,0,5
11760,392.110555,219.912322,0,5
11761,392.110555,219.912322,0,5
11762,392.110555,219.912322,0,5
11763,392.110555,219.912322,0,5
11764,392.110555,219.912322,0,12
11765,392.110555,219.912322,0,5
11766,392.110555,219.912322,0,5
11767,392.110555,219.912322,0,5
11768,392.110555,219.912322,0,5
11769,392.110555,219.912322,0,5
11770,392.110555,219.912322,0,5
11771,392.110555,219.912322,0,5
11772,392.110555,219.912322,0,5
11773,392.110555,219.912322,0,5
11774,392.110555,219.912322,0,5
11775,392.110555,219.912322,0,5
11776,392.110555,219.912322,0,5
11777,392.110555,219.912322,0,5
11778,392.110555,219.912322,0,5
11779,392.110555,219.912322,0,5
11780,392.110555,219.912322,0,5
11781,392.110555,219.912322,0,5
11782,392.110555,219.912322,0,5
11783,392.110555,219.912322,0,5
11784,392.110555,219.912322,0,5
11785,392.110555,219.912322,0,5
11786,392.110001,219.912322,0,5
11787,392.110001,219.912322,0,5
11788,392.110001,219.912322,0,5
11789,392.110001,219.912322,0,5
11790,392.110001,219.912322,0,5
11791,392.110001,219.912322,0,5
11792,392.110001,219.912322,0,5
11793,392.110001,219.912322,0,5
11794,392.110001,219.912322,0,5
11795,392.110001,219.912322,0,5
11796,392.110001,219.912322,0,5
11797,392.110001,219.912322,0,5
11798,392.110001,219.912322,0,5
11799,392.110001,219.912322,0,5
11800,392.110001,219.912322,0,5
11801,392.110001,219.912322,0,5
11802,392.110001,219.912322,0,5
11803,392.110001,219.912322,0,5
11804,392.110001,219.912322,0,5
11805,392.110001,219.912322,0,5
11806,392.110001,219.912322,0,5
11807,392.110001,219.912322,0,5
11808,392.110001,219.912322,0,5
11809,392.110001,219.912322,0,5
11810,392.110001,219.912322,0,5
11811,392.110001,219.912322,0,5
11812,392.110001,219.912322,0,5
11813,392.110001,219.912322,0,5
11814,392.110001,219.912322,0,5
11815,392.110001,219.912322,0,5
11816,392.110001,219.912322,0,5
11817,392.110001,219.912322,0,5
11818,392.110001,219.912322,0,5
11819,392.110001,219.912322,0,5
11820,392.110001,219.912322,0,5
11821,392.110001,219.912322,0,5
11822,392.11904,219.90179,0,15
11823,391.9712611,219.7764311,0,2
11824,391.9712611,219.7764311,0,1
11825,392.112336,219.911779,0,5
11826,392.112336,219.911779,0,5
11827,392.112336,219.911779,0,5
11828,392.10621,219.7944001,0,2
11829,392.05932,219.74523,0,4
11830,392.05932,219.74523,0,2
11831,392.05932,219.74523,0,2
11832,392.05932,219.74523,0,4
11833,392.05932,219.74523,0,4
11834,392.05932,219.74523,0,4
11835,392.05932,219.74523,0,1
11836,392.05932,219.74523,0,4
11837,392.05427,219.87695,0,2
11838,392.05426,219.87695,0,4
11839,392.05427,219.87695,0,2
11840,392.01751,219.758969,0,2
11841,391.9963411,219.7108511,0,3
11842,392.0661111,219.8112111,0,13
11843,392.0661111,219.8112111,0,2
11844,392.0661111,219.8112111,0,13
11845,392.33148,219.79558,0,2
11846,392.33148,219.79558,0,2
11847,392.33288,219.79485,0,2
11848,392.33288,219.79485,0,2
11849,392.33288,219.79485,0,2
11850,392.33288,219.79485,0,2
11851,392.33148,219.79558,0,2
11852,392.33148,219.79558,0,2
11853,391.96911,219.55558,0,2
11854,391.96911,219.55558,0,4
11855,391.9687001,219.5571001,0,2
11856,391.9687001,219.5571001,0,2
11857,391.9687001,219.5571001,0,2
11858,391.9687001,219.5571001,0,2
11859,391.96911,219.55558,0,2
11860,391.86915,219.8395625,1,2
11861,391.63056,219.99425,0,2
11862,391.63056,219.99425,0,4
11863,391.63056,219.99425,0,2
11864,391.63056,219.99425,0,2
11865,391.63056,219.99425,0,2
11866,391.63056,219.99425,0,2
11867,392.10847,219.82307,0,2
11868,392.10904,219.82274,0,2
11869,392.1097001,219.82246,0,2
11870,392.11037,219.82217,0,2
11871,392.11062,219.82165,0,13
11872,392.11062,219.82165,0,2
11873,392.1097001,219.82246,0,4
11874,392.11062,219.82165,0,4
11875,392.11595,219.82847,0,2
11876,392.11536,219.82873,0,2
11877,392.11493,219.82922,0,2
11878,392.11493,219.82922,0,2
11879,391.9372222,219.7689889,0,4
11880,391.9372222,219.7689889,0,4
11881,391.9372222,219.7689889,0,4
11882,391.97296,219.72909,0,3
11883,392.10755,219.82395,0,2
11884,392.11008,219.83333,0,2
11885,392.10755,219.82395,0,2
11886,391.936993,219.769476,0,2
11887,391.936993,219.769476,0,4
11888,391.9510401,219.8437501,0,2
11889,391.97114,219.73392,0,1
11890,391.97114,219.73392,0,1
11891,391.97114,219.73392,0,4
11892,391.97114,219.73392,0,1
11893,391.97114,219.73392,0,1
11894,391.97114,219.73392,0,1
11895,391.97114,219.73392,0,1
11896,391.97114,219.73392,0,4
11897,392.09172,219.73009,0,4
11898,392.09172,219.73009,0,2
11899,392.15491,219.71691,0,4
11900,391.64229,220.03366,0,4
11901,391.64229,220.03366,0,4
11902,391.64117,220.03243,0,4
11903,392.0468611,219.6941511,0,2
11904,392.0468611,219.6941511,0,4
11905,392.0468611,219.6941511,0,2
11906,392.14163,219.80916,0,2
11907,392.14167,219.80983,0,4
11908,392.14215,219.81034,0,1
11909,392.1422001,219.80873,0,4
11910,392.14217,219.80951,0,2
11911,392.14167,219.80983,0,4
11912,392.11484,219.83473,0,13
11913,392.11484,219.83473,0,2
11914,392.08454,219.90357,0,4
11915,392.08454,219.90357,0,5
11916,392.12522,219.97193,0,4
11917,392.12522,219.97193,0,4
11918,392.13315,219.81835,0,2
11919,392.13315,219.81835,0,2
11920,392.13315,219.81835,0,4
11921,392.13315,219.81835,0,2
11922,392.13315,219.81835,0,2
11923,392.13315,219.81835,0,2
11924,392.1325001,219.81942,0,4
11925,392.13315,219.81835,0,2
11926,392.00497,219.75303,0,1
11927,392.00497,219.75303,0,1
11928,392.03848,219.82695,0,5
11929,392.03756,219.82657,0,5
11930,392.03756,219.82657,0,5
11931,392.03756,219.82657,0,5
11932,392.03756,219.82657,0,5
11933,392.03756,219.82657,0,5
11934,392.03756,219.82657,0,5
11935,392.03756,219.82657,0,5
11936,392.03756,219.82657,0,5
11937,392.03848,219.82695,0,5
11938,392.03848,219.82695,0,5
11939,392.03848,219.82695,0,5
11940,392.03848,219.82695,0,5
11941,392.03848,219.82695,0,5
11942,392.03848,219.82695,0,5
11943,392.03756,219.82657,0,5
11944,392.03756,219.82657,0,5
11945,392.03756,219.82657,0,5
11946,392.03848,219.82695,0,5
11947,392.03848,219.82695,0,5
11948,392.03848,219.82695,0,5
11949,392.03848,219.82695,0,5
11950,392.03848,219.82695,0,5
11951,392.03848,219.82695,0,5
11952,392.03848,219.82695,0,5
11953,392.03848,219.82695,0,5
11954,392.03848,219.82695,0,5
11955,392.03848,219.82695,0,5
11956,392.03848,219.82695,0,5
11957,392.03848,219.82695,0,5
11958,392.03848,219.82695,0,5
11959,392.03848,219.82695,0,5
11960,392.03848,219.82695,0,5
11961,392.03756,219.82657,0,5
11962,392.03274,219.82796,0,5
11963,392.03274,219.82796,0,5
11964,392.03756,219.82657,0,5
11965,392.03756,219.82657,0,5
11966,391.64426,219.90007,0,3
11967,391.99481,219.78713,0,1
11968,392.1187911,219.7682811,0,2
11969,392.1187911,219.7682811,0,4
11970,392.128317,219.835999,1,16
11971,392.10553,219.89923,0,5
11972,392.10553,219.89923,0,5
11973,392.11369,219.907722,0,5
11974,392.11369,219.907722,0,5
11975,392.11369,219.907722,0,5
11976,392.11369,219.907722,0,5
11977,392.11369,219.907722,0,5
11978,392.11369,219.907722,0,5
11979,392.11369,219.907722,0,5
11980,392.11369,219.907722,0,5
11981,392.1073001,219.9000001,0,5
11982,392.1073001,219.9000001,0,5
11983,392.1073001,219.9000001,0,5
11984,392.1073001,219.9000001,0,5
11985,392.1073001,219.9000001,0,5
11986,392.1073001,219.9000001,0,5
11987,392.1073001,219.9000001,0,5
11988,392.108274,219.901177,0,5
11989,392.108274,219.901177,0,5
11990,392.108274,219.901177,0,5
11991,392.108274,219.901177,0,5
11992,392.10678,219.90137,0,5
11993,392.01624,219.71198,1,2
11994,392.01624,219.71198,1,6
11995,392.01624,219.71198,1,6
11996,392.01624,219.71198,1,13
11997,392.01624,219.71198,1,13
11998,392.01624,219.71198,1,13
11999,392.0297111,219.7115611,0,4
12000,392.0297111,219.7115611,0,2
12001,392.0297111,219.7115611,0,2
12002,392.0297111,219.7115611,0,2
12003,392.0297111,219.7115611,0,2
12004,392.010278,219.688989,1,5
12005,391.9775511,219.7530111,1,6
12006,391.9775511,219.7530111,1,2
12007,391.9775511,219.7530111,1,2
12008,391.9448911,219.7238211,0,15
12009,392.09654,219.73901,0,3
12010,392.154486,219.879565,1,6
12011,392.10619,219.90005,0,5
12012,392.10619,219.90005,0,5
12013,392.10582,219.89996,0,5
12014,392.10619,219.90005,0,5
12015,392.10619,219.90005,0,5
12016,392.10608,219.89979,0,5
12017,392.10608,219.89979,0,5
12018,392.10582,219.89996,0,5
12019,392.10619,219.90005,0,5
12020,392.10619,219.90005,0,5
12021,392.10582,219.89996,0,5
12022,392.10619,219.90005,0,5
12023,392.10608,219.89979,0,5
12024,392.10608,219.89979,0,5
12025,392.10654,219.90027,0,5
12026,392.10654,219.90027,0,5
12027,392.10654,219.90027,0,5
12028,392.10654,219.90027,0,5
12029,392.10619,219.90005,0,5
12030,392.10619,219.90005,0,5
12031,392.10619,219.90005,0,5
12032,392.10619,219.90005,0,5
12033,392.10619,219.90005,0,5
12034,392.10619,219.90005,0,5
12035,392.10619,219.90005,0,5
12036,392.10619,219.90005,0,5
12037,392.10619,219.90005,0,5
12038,392.10608,219.89979,0,5
12039,392.10608,219.89979,0,5
12040,392.10608,219.89979,0,5
12041,392.10608,219.89979,0,5
12042,392.10608,219.89979,0,5
12043,392.10619,219.90005,0,5
12044,392.110603,219.900434,0,5
12045,392.110603,219.900434,0,5
12046,392.110603,219.900434,0,5
12047,392.110603,219.900434,0,5
12048,392.110603,219.900434,0,5
12049,392.10871,219.90292,0,5
12050,392.10871,219.90292,0,5
12051,392.10871,219.90292,0,5
12052,392.109142,219.90269,0,5
12053,392.109142,219.90269,0,5
12054,391.69324,220.04257,0,2
12055,392.0414511,219.7129211,0,5
12056,392.11106,219.90484,0,5
12057,392.11106,219.90484,0,5
12058,392.11106,219.90484,0,5
12059,392.11106,219.90484,0,5
12060,392.11106,219.90484,0,5
12061,392.11105,219.90524,0,5
12062,392.11105,219.90524,0,5
12063,392.11105,219.90524,0,5
12064,392.11105,219.90524,0,5
12065,392.11105,219.90524,0,5
12066,392.11105,219.90524,0,5
12067,392.11105,219.90524,0,5
12068,392.11105,219.90524,0,5
12069,392.11078,219.90469,0,5
12070,392.11038,219.90344,0,5
12071,392.11038,219.90344,0,5
12072,392.11038,219.90344,0,5
12073,392.11038,219.90344,0,5
12074,392.11038,219.90344,0,5
12075,392.11038,219.90344,0,5
12076,392.11038,219.90344,0,5
12077,392.11038,219.90344,0,5
12078,392.11106,219.90484,0,5
12079,392.11106,219.90484,0,5
12080,392.11106,219.90484,0,5
12081,392.11106,219.90484,0,5
12082,392.11078,219.90469,0,5
12083,392.11078,219.90469,0,5
12084,392.11078,219.90469,0,5
12085,392.11078,219.90469,0,5
12086,392.11078,219.90469,0,5
12087,392.11078,219.90469,0,5
12088,392.11078,219.90469,0,5
12089,392.11078,219.90469,0,5
12090,392.11038,219.90344,0,5
12091,392.11038,219.90344,0,5
12092,392.11038,219.90344,0,5
12093,392.11038,219.90344,0,5
12094,392.11038,219.90344,0,5
12095,392.11038,219.90344,0,5
12096,392.11038,219.90344,0,5
12097,392.11038,219.90344,0,5
12098,392.11038,219.90344,0,5
12099,392.11038,219.90344,0,5
